what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1288037990726
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288037994035
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288037994035
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1288038006396
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288038006620
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288038006672
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1288038010351
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1288038010431
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1288038031970
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288038036610
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288038036610
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1288038037583
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288038037583
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1288038045673
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1288038052933
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1288038052972
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1288038058246
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.selectAll",1288038066914
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1288038073987
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288038074340
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288038074401
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1288038079343
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1288038079457
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1288038118016
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1288038124447
