what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1288018375527
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1288018546148
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288018546452
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288018546503
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1288018696302
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1288019382058
started,bundle,org.eclipse.mylyn.java.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.java.ui",1288019391667
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1288019392153
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1288019557408
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1288019563805
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1288019971899
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1288020122760
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1288020122803
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1288020127675
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1288020144983
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288020145283
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288020145341
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1288020382342
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1288020687323
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288020923309
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1288020924840
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1288020934068
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1288020938985
closed,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1288020939294
stopped,bundle,org.eclipse.mylyn.ide.ant,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.ide.ant",1288020939732
