what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1288038124481
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1288038124526
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1288038125967
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1288038143109
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1288038156426
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288038158624
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288038158670
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1288038166052
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288038166190
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288038166247
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288038214637
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288038215066
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288038215975
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288038215976
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1288038217070
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288038217070
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1288038219674
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1288038219787
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1288038230144
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1288038233387
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1288038237359
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1288038269537
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288038270052
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288038270087
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1288038283705
